claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,fraud,claim_year,claim_day,latitude,longitude,unemp_rate,claim_day_monday,claim_day_saturday,claim_day_sunday,claim_day_thursday,claim_day_tuesday,claim_day_wednesday,accident_site_local,accident_site_parking_lot,channel_online,channel_phone,vehicle_category_large,vehicle_category_medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,claim_month_august,claim_month_december,claim_month_february,claim_month_january,claim_month_july,claim_month_june,claim_month_march,claim_month_may,claim_month_november,claim_month_october,claim_month_september,state_co,state_ia,state_pa,state_va
6629,32.0,F,0.0,82,34661.0,0,0,Own,50035,12/25/2016,0,0.0,97,1,3166.534312,5.0,32995.26993,8716.602237000001,0,2016,25,41.68,-93.46,3.5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6631,56.0,M,0.0,78,40258.0,1,0,Own,20139,3/19/2016,0,1.0,50,1,6986.148969,5.0,25969.9309,24426.85172,0,2016,19,38.66,-77.7,4.0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6635,66.0,F,1.0,78,41894.0,1,1,Rent,15025,12/31/2015,0,0.0,12,1,8279.617578,8.0,20326.14629,45162.82163,0,2015,31,40.29,-79.88,5.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6637,49.0,F,1.0,53,38926.0,1,1,Rent,20102,11/25/2016,0,1.0,19,1,8937.068128,4.0,6362.041636999999,5889.051853,0,2016,25,38.92,-77.35,4.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6642,42.0,M,1.0,59,37377.0,1,1,Rent,50033,4/17/2016,2,0.0,3,1,1783.459796,3.0,32833.83221,28347.90437,1,2016,17,41.36,-93.79,3.6,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6643,48.0,F,0.0,70,38718.0,1,1,Rent,80005,3/8/2015,1,1.0,97,1,2098.7362550000003,5.0,27657.75145,13457.2819,0,2015,8,39.85,-105.13,4.2,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6644,47.0,M,1.0,61,38507.0,1,1,Rent,85009,8/10/2016,1,0.0,10,1,4278.656117,5.0,44634.01087,12048.6091,0,2016,10,33.44,-112.13,5.3,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6648,31.0,F,1.0,90,34339.0,1,0,Own,50014,5/4/2015,0,0.0,3,0,4379.42939,5.0,15486.97035,15492.37496,0,2015,4,42.05,-93.69,3.8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6651,39.0,F,1.0,86,36643.0,0,1,Rent,20136,6/10/2015,0,0.0,1,1,4276.489073,3.0,41847.86584,19077.50155,0,2015,10,38.74,-77.55,4.5,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6654,45.0,M,1.0,43,38071.0,1,1,Own,50008,8/21/2016,1,0.0,90,0,8527.770273,1.0,29804.30538,21995.947669999998,0,2016,21,40.7,-93.36,3.6,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6655,95.0,F,1.0,43,45566.0,0,1,Rent,85028,9/22/2016,1,0.0,94,1,6169.2187539999995,9.0,77435.14417,16101.2122,1,2016,22,33.56,-112.0,5.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6657,25.0,F,0.0,82,32198.0,1,1,Rent,85055,11/5/2016,0,0.0,4,1,1979.631504,3.0,35249.35903,35601.31485,0,2016,5,33.45,-111.97,5.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6659,25.0,F,0.0,90,32190.0,1,1,Own,80025,7/15/2015,0,0.0,49,0,7226.9185370000005,6.0,37620.0771,18306.753930000003,1,2015,15,39.94,-105.28,3.8,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6661,37.0,F,1.0,89,36103.0,0,1,Own,20108,3/10/2016,0,0.0,56,0,3450.277736,7.0,25042.615,18673.26315,0,2016,10,38.74,-77.48,4.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6662,58.0,F,1.0,85,40610.0,1,1,Own,20151,10/17/2016,1,1.0,50,0,2476.742015,2.0,14219.29119,38644.80074,0,2016,17,38.9,-77.45,4.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6663,51.0,M,1.0,79,39317.0,0,0,Rent,20159,5/9/2016,2,0.0,93,1,6642.875299,7.0,15158.864609999999,18117.12493,1,2016,9,39.13,-77.66,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6664,55.0,M,0.0,85,40080.0,1,1,Rent,15035,9/30/2016,0,0.0,5,1,6612.812345,3.0,19370.90008,8130.856461,0,2016,30,40.38,-79.81,5.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6666,37.0,F,1.0,75,36106.0,1,0,Own,85071,4/22/2015,0,0.0,100,1,6807.016504000001,5.0,42929.508839999995,54407.83508,0,2015,22,33.59,-112.11,6.2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6668,23.0,F,1.0,42,31337.0,0,0,Rent,85030,12/29/2016,0,0.0,0,1,3037.6174739999997,4.0,13706.53911,42602.40696,1,2016,29,33.45,-112.07,5.2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6669,34.0,M,1.0,63,35254.0,1,1,Own,80021,9/14/2015,0,0.0,50,1,2146.321481,3.0,24116.48061,4892.460397999999,0,2015,14,39.89,-105.11,3.7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6671,44.0,M,1.0,85,37830.0,1,1,Own,85033,4/10/2016,0,0.0,31,1,7203.679717,4.0,6677.657006,20601.5873,0,2016,10,33.49,-112.21,5.5,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6672,49.0,M,1.0,94,38926.0,1,0,Own,15005,4/24/2015,1,1.0,100,1,5646.699258,3.0,23248.1754,37595.82772,0,2015,24,40.63,-80.22,5.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6674,51.0,F,1.0,80,39322.0,0,1,Own,20152,2/13/2015,3,0.0,3,1,5365.837953,5.0,18654.83832,45156.24263,0,2015,13,38.92,-77.5,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6675,64.0,M,1.0,76,41580.0,1,1,Rent,80016,4/21/2015,0,1.0,97,0,5380.620287,4.0,70284.80486,26919.966539999998,0,2015,21,39.6,-104.71,4.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6677,41.0,F,1.0,88,37128.0,0,1,Own,85023,5/5/2016,0,0.0,0,0,6560.0881850000005,2.0,33096.28615,24062.0228,0,2016,5,33.63,-112.09,5.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6678,38.0,M,1.0,91,36372.0,0,1,Rent,20120,9/1/2015,0,1.0,6,1,4249.872386,6.0,20815.8974,17338.95064,0,2015,1,38.84,-77.44,4.2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6679,42.0,F,1.0,54,37394.0,1,1,Rent,15032,10/3/2016,0,0.0,44,1,4667.470865,4.0,22651.884159999998,25862.197640000002,0,2016,3,40.64,-79.84,5.5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6681,61.0,F,0.0,73,41108.0,1,0,Rent,15042,11/26/2015,1,0.0,36,1,4307.752021,3.0,16119.9647,16380.904730000002,0,2015,26,40.68,-80.25,5.2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6682,34.0,F,1.0,82,35258.0,1,0,Own,85010,7/29/2016,0,0.0,3,1,5214.294195,3.0,12498.72323,22065.7149,0,2016,29,33.46,-111.98,5.3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6683,29.0,M,1.0,74,33664.0,0,1,Rent,20163,10/24/2015,0,0.0,56,0,3934.97459,6.0,26841.077999999998,20702.44451,0,2015,24,39.0,-77.4,4.1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6684,21.0,M,1.0,84,30455.0,1,0,Own,80046,12/2/2016,3,1.0,38,1,6662.82492,8.0,46105.94233,10743.71039,0,2016,2,39.69,-104.81,2.9,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6685,50.0,M,1.0,86,39130.0,0,1,Own,20104,8/13/2015,3,0.0,2,1,5844.92268,5.0,33738.62086,23417.022230000002,1,2015,13,38.92,-77.35,4.3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6688,49.0,F,1.0,83,38929.0,0,0,Rent,80033,9/28/2016,0,1.0,0,0,5519.852075,3.0,14834.208059999999,25769.1557,0,2016,28,39.77,-105.09,3.2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6689,23.0,F,1.0,63,31354.0,0,1,Rent,20112,9/5/2015,0,0.0,58,0,5984.674751,5.0,4510.922949,10973.60158,0,2015,5,38.66,-77.43,4.2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6691,30.0,F,1.0,36,34022.0,0,0,Rent,15012,1/9/2016,0,0.0,100,0,4009.2971079999998,5.0,31279.31152,10571.33272,0,2016,9,40.12,-79.86,5.3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6693,37.0,F,1.0,62,36127.0,1,0,Rent,20119,10/28/2015,0,1.0,84,0,3407.2845479999996,5.0,22559.648540000002,53316.01028,0,2015,28,38.61,-77.64,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6695,34.0,M,1.0,80,35255.0,0,1,Own,20140,11/14/2016,1,1.0,64,1,9273.305753,5.0,15009.62973,24591.99831,0,2016,14,38.81,-77.9,4.1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6696,28.0,M,0.0,71,33321.0,1,1,Rent,15022,3/13/2015,0,0.0,76,0,3255.438413,5.0,34491.21673,29372.39095,1,2015,13,40.13,-79.9,5.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6697,51.0,M,1.0,83,39309.0,1,0,Rent,20144,12/20/2015,0,0.0,15,1,4871.990743,3.0,28812.96405,22140.83008,0,2015,20,38.92,-77.92,4.1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6698,36.0,F,0.0,71,35815.0,0,1,Rent,20101,10/16/2016,3,0.0,46,1,2668.647083,4.0,9549.857702,27711.587139999996,1,2016,16,38.92,-77.35,4.2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6699,43.0,F,1.0,39,37603.0,1,0,Rent,15012,1/29/2015,1,0.0,30,1,3988.96433,6.0,11613.10574,35795.583569999995,0,2015,29,40.12,-79.86,5.4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6700,40.0,M,1.0,93,36905.0,1,0,Rent,15004,3/31/2016,1,0.0,34,0,2013.9321350000002,4.0,14136.19436,14713.71095,0,2016,31,40.35,-80.38,5.3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6701,32.0,M,1.0,79,34649.0,1,0,Rent,80031,12/2/2016,0,0.0,41,1,5826.0843350000005,2.0,27971.028389999996,34689.36864,0,2016,2,39.88,-105.05,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6705,35.0,M,1.0,73,35557.0,1,1,Own,50031,6/24/2016,0,0.0,30,0,5905.731603,6.0,12890.81363,26153.49456,0,2016,24,42.03,-94.14,3.7,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6706,41.0,F,1.0,56,37148.0,0,1,Rent,20109,3/26/2015,1,1.0,81,1,5661.8827710000005,3.0,15831.936319999999,40662.44373,0,2015,26,38.79,-77.53,4.8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6707,48.0,F,1.0,52,38713.0,1,0,Rent,85019,8/29/2015,1,0.0,95,0,8641.737712999999,2.0,28685.855069999998,11359.27409,0,2015,29,33.5,-112.14,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6708,44.0,M,1.0,10,37848.0,1,1,Own,85019,10/10/2016,0,1.0,6,0,7028.039812000001,8.0,23367.43379,18178.64995,0,2016,10,33.5,-112.14,5.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6709,29.0,F,1.0,89,33680.0,1,1,Own,85033,10/31/2016,0,0.0,94,1,3959.448961,8.0,36753.19516,43720.70371,0,2016,31,33.49,-112.21,5.2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6710,73.0,F,1.0,80,42910.0,1,1,Own,85080,3/24/2015,0,0.0,95,1,7061.656209000001,5.0,11073.012509999999,21438.827269999998,0,2015,24,33.63,-112.11,6.3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6712,41.0,F,1.0,79,37120.0,1,0,Rent,50027,7/26/2015,0,0.0,21,0,4707.707992000001,3.0,14174.15334,23910.3976,0,2015,26,41.5,-92.46,3.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6713,55.0,M,1.0,83,40067.0,0,0,Own,20132,3/24/2015,1,0.0,50,0,5085.804597,3.0,13021.63301,22001.29689,0,2015,24,39.13,-77.71,4.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6715,49.0,M,1.0,79,38907.0,1,0,Rent,50031,6/9/2015,0,0.0,0,0,4308.134151,1.0,24807.23043,10013.01988,0,2015,9,42.03,-94.14,3.8,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6716,45.0,F,1.0,96,38071.0,0,1,Rent,20112,4/26/2015,0,0.0,5,1,3558.4719609999997,6.0,41380.77565,14727.10865,0,2015,26,38.66,-77.43,4.7,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6719,40.0,M,1.0,60,36897.0,1,1,Rent,80011,3/26/2016,3,1.0,76,1,5860.278595000001,4.0,30506.81292,13830.3188,0,2016,26,39.74,-104.78,3.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6721,54.0,M,1.0,84,39890.0,1,0,Own,20101,11/2/2015,0,0.0,62,0,6487.082719,3.0,18695.43402,36593.83518,0,2015,2,38.92,-77.35,4.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6726,34.0,M,1.0,67,35260.0,1,0,Rent,50013,6/11/2016,0,0.0,98,1,3941.373704,7.0,30411.244310000002,51283.50557,1,2016,11,42.02,-93.62,3.7,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6730,51.0,M,1.0,67,39304.0,1,0,Own,50006,7/1/2016,0,0.0,92,1,6801.487484,3.0,13865.24949,24327.46622,0,2016,1,42.51,-93.37,3.7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6731,58.0,F,1.0,87,40592.0,1,1,Rent,85028,12/4/2016,0,0.0,74,0,11942.08426,3.0,31305.682210000003,10079.84487,0,2016,4,33.56,-112.0,5.2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6733,28.0,F,0.0,86,33318.0,0,1,Rent,80022,8/1/2016,0,1.0,37,0,2392.5183269999998,4.0,33148.05945,16855.77782,0,2016,1,39.88,-104.8,3.3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6734,51.0,M,1.0,70,39312.0,1,1,Own,20106,5/5/2016,1,0.0,22,0,3394.114445,3.0,21278.62182,13518.65591,0,2016,5,38.67,-77.99,4.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6736,36.0,M,1.0,88,35850.0,1,0,Own,15027,7/16/2015,0,0.0,5,1,1709.718868,9.0,41729.61973,7826.865199,0,2015,16,40.66,-80.24,5.3,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6737,41.0,M,1.0,34,37144.0,1,0,Own,20135,9/28/2016,0,0.0,99,0,2849.176708,5.0,17160.58237,14914.717980000001,0,2016,28,39.11,-77.83,4.2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6740,25.0,F,0.0,83,32198.0,1,1,Rent,80017,12/26/2015,0,0.0,14,1,3017.602606,9.0,60478.52532000001,11669.58297,0,2015,26,39.7,-104.79,3.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6741,42.0,M,1.0,79,37387.0,0,0,Own,20120,12/6/2016,2,0.0,100,1,4862.557605,2.0,15551.96401,8637.461538,0,2016,6,38.84,-77.44,4.1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6742,55.0,M,1.0,85,40070.0,0,0,Own,15009,11/25/2016,0,1.0,23,0,3511.564965,6.0,18087.434709999998,23978.06436,0,2016,25,40.69,-80.3,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6743,56.0,F,1.0,43,40244.0,1,0,Own,80028,8/10/2015,0,0.0,71,0,10849.18702,7.0,40349.24585,25705.8001,1,2015,10,39.95,-105.14,3.7,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6744,41.0,M,1.0,61,37133.0,0,1,Own,20151,3/16/2016,1,0.0,1,1,3422.925352,2.0,40415.75097,13136.07951,0,2016,16,38.9,-77.45,4.0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6745,47.0,M,1.0,83,38503.0,1,0,Own,15007,3/28/2016,0,1.0,83,1,2964.978361,10.0,18295.53018,17797.20592,0,2016,28,40.65,-79.93,5.3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6746,35.0,F,0.0,90,35544.0,0,1,Own,15009,2/3/2016,0,0.0,99,0,4649.776078,5.0,18790.960030000002,36168.03759,0,2016,3,40.69,-80.3,5.3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6748,48.0,F,1.0,47,38716.0,1,1,Rent,20103,5/16/2015,0,0.0,28,0,11481.7443,2.0,25987.77746,19122.731369999998,1,2015,16,38.92,-77.35,4.6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6750,38.0,M,1.0,37,36368.0,0,1,Rent,85019,2/12/2016,0,0.0,2,1,2904.8804210000003,2.0,36879.2474,10724.73704,0,2016,12,33.5,-112.14,5.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6751,30.0,M,1.0,87,33994.0,0,0,Own,20118,8/20/2015,2,0.0,7,1,6936.746428,5.0,36319.74626,18889.59499,1,2015,20,38.97,-77.74,4.3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6752,46.0,M,0.0,63,38276.0,1,0,Rent,15012,5/21/2015,2,0.0,57,1,1772.317588,8.0,24799.23647,15124.0317,1,2015,21,40.12,-79.86,5.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6754,53.0,M,1.0,84,39701.0,1,1,Rent,85035,4/20/2015,1,0.0,0,1,6857.779123,2.0,25122.569219999998,23601.81486,0,2015,20,33.47,-112.19,6.2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6756,41.0,F,1.0,66,37140.0,1,0,Rent,20155,9/18/2015,0,0.0,65,1,3575.7599969999997,4.0,5486.678615999999,21167.767190000002,0,2015,18,38.79,-77.61,4.2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6757,57.0,F,1.0,72,40428.0,0,1,Rent,85067,3/13/2016,0,0.0,27,1,3929.1718189999997,8.0,25401.39894,21445.86765,1,2016,13,33.5,-112.08,5.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6758,46.0,M,0.0,45,38297.0,0,1,Own,20102,10/10/2016,0,0.0,32,1,5704.029125999999,4.0,17179.45052,15099.27341,0,2016,10,38.92,-77.35,4.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6760,34.0,F,0.0,80,35266.0,1,0,Rent,20147,5/8/2016,0,0.0,97,0,9006.2155,4.0,11578.02799,36380.31388,0,2016,8,39.04,-77.48,4.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6762,47.0,M,1.0,52,38505.0,0,0,Own,15007,1/17/2016,0,1.0,99,1,1472.555637,10.0,40893.532439999995,34535.32529,0,2016,17,40.65,-79.93,5.3,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6765,52.0,F,1.0,85,39513.0,1,1,Own,15047,1/5/2015,0,0.0,56,0,3304.342879,2.0,25672.16759,40247.494119999996,0,2015,5,40.32,-79.81,5.4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6766,31.0,M,1.0,86,34341.0,1,0,Own,50055,5/22/2016,0,0.0,95,1,2934.043287,6.0,21286.407219999997,11531.45998,0,2016,22,41.9,-93.3,3.7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6767,36.0,M,1.0,23,35818.0,1,0,Own,50001,6/22/2015,0,0.0,37,0,2297.799711,7.0,26041.773230000003,7951.969284999999,0,2015,22,41.36,-93.47,3.8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6770,46.0,M,1.0,84,38299.0,1,1,Own,80104,5/18/2015,3,0.0,32,1,4520.888795,6.0,45507.063610000005,40058.706439999994,0,2015,18,39.37,-104.85,4.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6771,54.0,M,1.0,75,39890.0,1,1,Own,80030,7/19/2015,0,0.0,5,1,5015.030192,5.0,11262.22416,56106.14351,0,2015,19,39.83,-105.04,3.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6772,33.0,M,1.0,80,34958.0,1,1,Own,20106,8/7/2016,0,1.0,50,1,9532.693555,4.0,16613.0099,18406.93825,0,2016,7,38.67,-77.99,4.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6773,41.0,F,1.0,39,37127.0,1,0,Own,80025,10/21/2016,0,0.0,72,0,3825.9340799999995,4.0,13184.88937,4395.981422,0,2016,21,39.94,-105.28,3.1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
